hotel_name,location,landmark,ratings,info,price,tag,accessibility,occupancy_details,description
FabHotel Prime Sarala Crown,Calangute,| 2 minutes walk to Baga Beach,2.8,"['Caretaker', 'Housekeeping']","₹5,370 per night",null,null,null,"CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextrachargesJust500metersfromCalanguteBeach,perfectforarelaxingbeachholiday."
Ramada BY Wyndham Goa Arpora,Nagoa,| 890 m drive to Calangute Beach,4.5,"['| 1 Bedroom | Sleeps 4 guests', 'Private Swimming Pool']","₹7,425 per night",null,null,null,CoupleFriendlyFreeCancellationBreakfastIncludedBook@₹0available15%offonFood&Beverages
Bloom Boutique Baga,Baga,| 6 minutes walk to Calangute Beach,4.5,"['Free Wi-Fi', 'Room in a Beach Hut']","₹4,590 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextrachargesComplimentaryHi-Tea
Palette Baga Near Titos Lane,Calangute Baga Road,| 1.3 km drive to Majorda Beach,3.4,"['| 1 Bedroom | Sleeps 4 guests', 'Housekeeping']","₹3,112 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0available
Hyatt Place Goa Candolim,Candolim,| 2.6 km drive to Baga Beach,4.4,"['Free Wi-Fi', '| 3 Bedrooms | Sleeps 12 guests']","₹11,694 per night",null,null,null,FreeCancellationBreakfastIncludedBook@₹0available
Meritas Auberge Calangute Goa,Calangute,| 1.5 km drive to Calangute Beach,4.7,"['Swimming Pool', 'Caretaker']","₹6,306 per night",null,null,null,CoupleFriendlyBreakfastIncluded
Azalea by Stone Wood,Orlim,null,4.8,"['Entire Apartment', '| 2 Bedrooms | Sleeps 8 guests']","₹3,979 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges
Hotel Orfil,Calangute,| About a minute walk to Palolem Beach,4.3,"['Housekeeping', 'Caretaker']","₹1,166 per night",null,null,null,CoupleFriendlyFreeCancellation
Feather Touch Hotels and Resorts Palolem,Palolem,| 8 minutes walk to Candolim Beach,3.6,"['Entire Villa', '| 3 Bedrooms | Sleeps 14 guests']","₹2,436 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges
Collection O Calangute,Calangute Baga Road,null,4.5,"['Private Swimming Pool', 'Caretaker']","₹2,663 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0available
ibis Styles Goa Vagator - An Accor Brand,Vagator,null,4.6,"['Entire Apartment', '| 3 Bedrooms | Sleeps 12 guests']","₹4,195 per night",null,null,null,"CoupleFriendlyBreakfastavailableatextrachargesEnjoycomplimentary2pintsofbeer(perstay),20%discountalacarteorders&buyonegetonebuffet"
Feliz Arambol,Arambol Beach,| 1.7 km drive to Calangute Beach,3.9,"['Housekeeping', 'Shared Parking']","₹3,129 per night",null,Room in an Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
"Holitel, Anjuna",Anjuna,| 3-4 minutes walk from Calangute Beach,5,"['| 1 Bedroom | Sleeps 3 guests', 'Shared Swimming Pool']","₹3,747 per night",null,null,null,CoupleFriendlyBreakfastavailableatextrachargesComplimentaryHi-Tea
Azora by Ayatana Goa,Morjim,| 7 minutes walk to Calangute Beach,4.3,"['Private Kitchen', 'Entire Apartment']","₹7,203 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges
Hyatt Ronil Goa - a JdV by Hyatt,Baga,| 4 minutes walk to Calangute Beach,4.6,"['| 2 Bedrooms | Sleeps 8 guests', 'Housekeeping']","₹11,137 per night",null,null,null,CoupleFriendlyFreeCancellationBreakfastIncludedBook@₹0available
Sashas Holiday Village,Vagator,null,4.4,"['Elevator/Lift', 'Entire Apartment']","₹4,637 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
Coastal Pearl Hotel Margao Railway Station,Margao,| 3.0 km drive to Mandrem Beach,4.1,"['| 2 Bedrooms | Sleeps 8 guests', 'Housekeeping']","₹2,695 per night",null,null,null,CoupleFriendlyFreeCancellationBreakfastIncludedBook@₹0available
Jolly Panda Goa (Candolim),Candolim,| 4 minutes walk to Calangute Beach,3.9,"['Parking', 'Room in an Apartment']","₹2,465 per night",null,null,null,"CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextrachargesFreeRoomUpgrade,SubjecttoAvailability"
"Beachfront Bliss,Palolem",Palolem,null,3.4,"['| 1 Bedroom | Sleeps 4 guests', 'Housekeeping']","₹4,451 per night",null,null,null,CoupleFriendly
Citadines Arpora Nagoa Goa,Calangute,| 8 minutes walk to Calangute Beach,4.8,"['Shared Parking', 'Room in a Cottage']","₹12,250 per night",null,null,null,CoupleFriendlyFreeCancellationBreakfastIncludedBook@₹0availableComplimentaryHi-TeaservedwithVegSnack(s)
Hotel Leela Inn,Candolim,null,4.1,"['| 1 Bedroom | Sleeps 4 guests', 'Free Wi-Fi']","₹3,432 per night",null,null,null,CoupleFriendlyPayAtHotel20%DiscountOnAirportTransfer
Nasyas beachside Cottages,Benaulim,| 3-4 minutes walk from Calangute Beach,4.6,"['Air Conditioning', '| 1 Bedroom | Sleeps 3 guests']","₹3,054 per night",null,null,null,CoupleFriendly
SinQ Anvaya,North Goa,| 9 minutes walk to Anjuna Beach,4.7,"['Reception', 'Housekeeping']","₹6,481 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextrachargesBookfor1night&get50%offonthe2ndnight!
Courtyard by Marriott Colva,Colva,| 2.0 km drive to Mandrem Beach,4.8,"['Swimming Pool', 'Restaurant']","₹12,355 per night",null,null,null,CoupleFriendlyFreeCancellationBreakfastIncludedBook@₹0available
The Titos Orange Sky Agonda Beach Resort,Agonda,null,4.4,"['| 1 Bedroom | Sleeps 6 guests', 'Reception']","₹6,282 per night",null,null,null,CoupleFriendly
The Mayfield Resort Vagator,Anjuna,| 7 minutes walk to Deltin Royale,3.8,"['Housekeeping', 'Room in a Homestay']","₹3,496 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextrachargesGuaranteed20%DiscountOnAirportTransfer
Good Vibes Peaceful Stay,Calangute,| 10 minutes walk to Baga Beach,null,"['| 1 Bedroom | Sleeps 3 guests', 'Caretaker']","₹11,633 per night",null,Room in a Homestay,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
KAIA OCEANFRONT BOUTIQUE HOTEL & VILLA,Ashwem Beach,| 4 minutes walk to Deltin Royale,3.7,"['Luggage Storage', 'Entire Apartment']","₹7,090 per night",null,null,null,CoupleFriendlyBreakfastIncluded
Origin Boutique Hotel,Baga,| About a minute walk to Sernabatim Beach,5,"['| 1 Bedroom | Sleeps 4 guests', 'Reception']","₹6,913 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0available
ELIVAAS 1 BHK with Rooftop Pool | Kamerios Verano,Candolim,null,null,"['Free Wi-Fi', 'Entire Villa']","₹5,125 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Sea Shades Palolem Resort,Palolem,| 5 minutes walk to Varca Beach,4.4,"['| 3 Bedrooms | Sleeps 12 guests', 'Private Swimming Pool']","₹2,190 per night",null,null,null,FreeCancellationBook@₹0available
"The Hosteller Bam Goa, Assagao",Vagator,| 4-5 minutes walk from Anjuna Beach,4.4,"['Caretaker', 'Room in a Cottage']","₹4,103 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges
Cloud9 Sarovar Premiere,Palolem,| 1.6 km drive to Calangute Beach,4.9,"['| 1 Bedroom | Sleeps 4 guests', 'Housekeeping']","₹8,737 per night",null,null,null,Breakfastavailableatextracharges10%offonsessionofSpa
"FabHotel Casa Dos Reis, Candolim Beach",Candolim,| 7 minutes walk to Calangute Beach,2.7,"['Free Wi-Fi', 'null']","₹1,897 per night",null,null,null,FreeCancellationBook@₹0availableBreakfastavailableatextracharges
COCKS TOWN GOA,Arambol Beach,| 4 minutes walk to Palolem Beach,1,"['| 1 Bedroom | Sleeps 6 guests', 'Shared Kitchen']","₹3,557 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0available
Bedzzz Xclusiv Morjim Goa - By Leisure Hotels,Morjim,| 6 minutes walk to Morjim Beach,4.9,"['Caretaker', 'Room in a Homestay']","₹4,765 per night",null,null,null,CoupleFriendlyBreakfastavailableatextrachargesFreeEarlyCheck-inandLateCheck-outAvailable
Eutopia Beach Resort,Morjim,| 9 minutes walk to Calangute Beach,4,"['| 1 Bedroom | Sleeps 4 guests', 'Swimming Pool']","₹2,468 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges20%offonsessionofSpa
Treebo Rock Valley,Goa,null,3.9,"['Restaurant', 'Beds in a Hostel']","₹6,091 per night",null,null,null,FreeCancellationBreakfastIncludedBook@₹0available
FabExpress Joey's Place - Nr. Panjim,Bardez,| 2.2 km drive to Baga Beach,1.8,"['| 2 Dorm Beds', 'Swimming Pool']","₹1,356 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
Marron Sea View Resort,Palolem,| 9 minutes walk to Calangute Beach,null,"['Restaurant', '| 4 Bedrooms | Sleeps 16 guests']","₹7,042 per night",null,null,null,CoupleFriendly
HUE GUH The Porto Candolim,Candolim,| 7 minutes walk to Candolim Beach,4.5,"['Shared Kitchen', 'Luggage Assistance']","₹4,781 per night",null,null,null,CoupleFriendlyBreakfastIncludedEnjoyHappyHourswith1+1offer
Mahalakshmi residency,Calangute,| 1.6 km drive to Calangute Beach,4.3,"['Entire Apartment', '| 2 Bedrooms | Sleeps 8 guests']","₹1,569 per night",null,null,null,Breakfastavailableatextracharges
Grand Continent Morjim,Morjim,| 1.8 km drive to Varca Beach,4.3,"['Reception', 'Caretaker']","₹5,223 per night",null,null,null,CoupleFriendlyBreakfastIncluded25%DiscountonRoomUpgrade
Argo by Trance,Mormugao,| 10 minutes walk to Calangute Beach,4.1,"['Room in a Homestay', '| 1 Bedroom | Sleeps 4 guests']","₹6,440 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges
Grand Mercure Goa Candolim - An Accor Hotels Brand,Candolim,| About a minute walk to Palolem Beach,4.4,"['Shared Parking', 'Power Backup']","₹9,875 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
FabHotel Comfort Stays - Nr. Miramar Beach,Panjim,| 9 minutes walk to Calangute Beach,3.1,"['| 1 Bedroom | Sleeps 4 guests', 'Swimming Pool']","₹1,746 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
Tropicano Beach Resort,Candolim,| 1.4 km drive to Vagator Beach,3.8,"['Housekeeping', '| 1 Bedroom | Sleeps 4 guests']","₹2,374 per night",null,null,null,CoupleFriendly
The Kimaya - By the Sea,Baga,| 2.3 km drive to Mandrem Beach,4.3,"['Shared Swimming Pool', 'Free Wi-Fi']","₹7,537 per night",null,null,null,CoupleFriendlyFreeCancellationBreakfastIncludedBook@₹0available
AYM Yoga Resort,Arambol,null,4,"['Entire Apartment', '| 2 Bedrooms | Sleeps 4 guests']","₹1,263 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availablePurevegetarianrestaurantavailable!
GOA COURTYARD BY THE PORTO ARPORA,Arpora,| 4 minutes walk to Ashwem Beach,3.7,"['Reception', 'Caretaker']","₹2,929 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextrachargesGuaranteed20%DiscountonF&Bservices
FabHotel Morjim Bliss,Morjim,| 4 minutes walk to Baga Beach,2.1,"['Room in a Villa', '| 1 Bedroom | Sleeps 4 guests']","₹3,060 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges100%MoneyBackGuaranteeonServiceRelatedIssues
Shangri La Jungle Village,In Supa,| 2.9 km drive to Vagator Beach,4.1,"['Luggage Assistance', 'Power Backup']","₹6,017 per night",null,null,null,Outdooradventures&spatherapiessetinthenature’sarms
Atmani Waterfront Resort,Cola Beach,null,4,"['| 4 Bedrooms | Sleeps 16 guests', 'Private Swimming Pool']","₹3,342 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges
SEASIDE SERENITY RESORT,Ashwem Beach,| 8 minutes walk to Candolim Beach,3,"['Caretaker', '| 3 Bedrooms | Sleeps 12 guests']","₹2,302 per night",null,null,null,FreeCancellationBook@₹0availableBreakfastavailableatextracharges
SHAMBHO RETREAT,Agonda,| 6 minutes walk to Palolem Beach,4.6,"['Private Swimming Pool', 'Caretaker']","₹4,321 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availablePayAtHotel
Goafiesta 1BHK Apartment in Arpora,Arpora,null,null,"['Entire Apartment', '| 1 Bedroom | Sleeps 4 guests']","₹6,363 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Super Hotel O Dabolim Near Goa International Airport,Mormugao,| 7 minutes walk to Candolim Beach,4.4,"['Wi-Fi', 'Private Kitchen']","₹2,812 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
Palette Saligao Porvorim,Bardez,| About a minute walk to Benaulim Beach,4.6,"['Entire Apartment', '| 2 Bedrooms | Sleeps 8 guests']","₹3,217 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
Hotel North Star Rooms,Calangute,null,null,"['Reception', 'Caretaker']","₹2,611 per night",null,Room in a Homestay,| 1 Bedroom | Sleeps 4 guests,FreeCancellationBook@₹0available
"DhanRains Moonlight Retreat Cottages,Goa",South Goa,| 5 minutes walk to Colva Beach,4.2,"['Room in an Apartment', '| 1 Bedroom | Sleeps 4 guests']","₹3,218 per night",null,null,null,CoupleFriendly
FabHotel Dewa - Nr. Dabolim Airport,Mormugao,| 4 minutes walk to Agonda Beach,2.1,"['Reception', 'Housekeeping']","₹1,665 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
The Palm Trees Ayurvedic Heritage Resort,Palolem,| 1.1 km drive to Anjuna Beach,4.3,"['Entire Apartment', '| 2 Bedrooms | Sleeps 8 guests']","₹4,792 per night",null,null,null,CoupleFriendly
Vaddo15,Candolim,| 9 minutes walk to Calangute Beach,4.8,"['Shared Swimming Pool', 'Reception']","₹2,238 per night",null,null,null,
Hotel Devdeep,Povorim,| About a minute walk to Ashwem Beach,4.7,"['| 3 Bedrooms | Sleeps 12 guests', 'Private Swimming Pool']","₹3,124 per night",null,null,null,FreeCancellationBook@₹0available
Collection O Morjim,Morjim,| 1.8 km drive to Baga Beach,5,"['Caretaker', '| 5 Bedrooms | Sleeps 20 guests']","₹2,551 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
Super Townhouse Candolim,Candolim,null,4.9,"['Wi-Fi', 'Washing Machine']","₹2,534 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
FabHotel Sangria - Nr. Dona Paula Beach,Panjim,| About a minute walk to Palolem Beach,3.3,"['| 2 Dorm Beds', 'Swimming Pool']","₹3,226 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges10%DiscountonF&Bservices
Seclude Eco Cottages,Anjuna,null,4.3,"['Caretaker', '| 2 Bedrooms | Sleeps 10 guests']","₹3,262 per night",null,null,null,CoupleFriendlyBreakfastIncluded
2bhk Vivenda at Calangute,Calangute,null,2.2,"['Shared Swimming Pool', 'Caretaker']","₹9,048 per night",null,Room in an Apartment,| 1 Bedroom | Sleeps 4 guests,
Super Hotel O Porvorim Near Mall De Goa,Povorim,| About a minute walk to Candolim Beach,4.9,"['Entire Apartment', '| 2 Bedrooms | Sleeps 5 guests']","₹2,502 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
Super Collection O Sand Castles Miramar,Panjim,null,3.9,"['Reception', 'Housekeeping']","₹2,762 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
Raj Resorts Goa,Bogmalo,| 4 minutes walk to Morjim Beach,4.4,"['Room in a Cottage', '| 1 Bedroom | Sleeps 4 guests']","₹1,880 per night",null,null,null,FreeCancellationBook@₹0available
Hotel Royal Altis Goa,Vasco Da Gama,| 1.2 km drive to Morjim Beach,4.4,"['Caretaker', 'Housekeeping']","₹4,089 per night",null,null,null,FreeCancellationBook@₹0availableBreakfastavailableatextrachargesPropertywitheco-friendlyroomsnearGoaInternationalAirport
Q 23 Resort & Suites,Candolim,null,4.2,"['| 1 Bedroom | Sleeps 4 guests', 'Air Conditioning']","₹4,100 per night",null,null,null,"CoupleFriendlyFreeCancellationBreakfastIncludedBook@₹0availableFreeRoomUpgrade,SubjecttoAvailability"
Riverside Regency Resort,Baga,null,3.1,"['Fireplace', 'Entire Villa']","₹3,086 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges
Sea Imperial Hotel,Arambol Beach,| About a minute walk to Palolem Beach,null,"['| 3 Bedrooms | Sleeps 12 guests', 'Caretaker']","₹1,716 per night",null,Room in a Homestay,| 1 Bedroom | Sleeps 4 guests,FreeCancellationBook@₹0available
Respira Villaas,Calangute,null,5,"['Housekeeping', 'Room in a Homestay']","₹4,239 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges
Naga's Hotel Satyavati,Morjim,| 4-5 minutes walk from Calangute Beach,4.7,"['| 1 Bedroom | Sleeps 4 guests', 'Air Conditioning']","₹3,973 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
Super Collection O Candolim Near Candolim Beach,Candolim,| 6 minutes walk to Morjim Beach,5,"['Wi-Fi', 'Room in a Homestay']","₹3,529 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
Super Townhouse Madgaon,Margao,| 6.7 km drive to Goa International Airport,4,"['| 1 Bedroom | Sleeps 6 guests', 'Bonfire']","₹4,459 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
"FabHotel Ashirwad - Nr. Mall De Goa, Porvorim",Povorim,null,3.2,"['Power Backup', '| 4 Bedrooms | Sleeps 16 guests']","₹1,646 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
Albenjoh Guest House,Calangute Baga Road,| 3 minutes walk to Miramar Beach,4,"['Private Swimming Pool', 'Caretaker']","₹1,469 per night",null,null,null,FreeCancellationBook@₹0available
V9 Hotel,Calangute,| 2 minutes walk to Candolim Beach,1,"['Entire Apartment', '| 2 Bedrooms | Sleeps 8 guests']","₹1,847 per night",null,null,null,
Simroseate,South Goa,| 5 minutes walk to Baga Beach,5,"['Shared Swimming Pool', 'Caretaker']","₹26,416 per night",null,null,null,CoupleFriendlyBreakfastIncluded
Radha House Siolim,Siolim,| 2.0 km drive to Mandrem Beach,5,"['Room in an Apartment', '| 1 Bedroom | Sleeps 4 guests']","₹3,170 per night",null,null,null,CoupleFriendly
The Grand Central,Panjim,null,null,"['Reception', 'Housekeeping']","₹13,101 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges
Saga De Petra B 4 BHK Villa in the Heart of Anjuna,Anjuna,| 8 minutes walk to Morjim Beach,4.3,"['Entire Villa', '| 3 Bedrooms | Sleeps 16 guests']","₹17,171 per night",Like a 3 Star,Entire Villa,| 4 Bedrooms | Sleeps 16 guests,CoupleFriendly
FabExpress Alor Holiday Resort - 500 Mtrs from calangute beach,Calangute,| 46.0 km from Goa city centre,3,"['Caretaker', 'Housekeeping']","₹1,685 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
Mango Villa,Morjim,null,3.7,"['Entire Apartment', '| 1 Bedroom | Sleeps 4 guests']","₹36,928 per night",null,Entire Villa,| 1 Bedroom | Sleeps 4 guests,
La Serene Inn.,Arambol Beach,| About a minute walk to Ashwem Beach,null,"['Reception', 'Private Kitchen']","₹3,829 per night",null,Room in an Apartment,| 1 Bedroom | Sleeps 2 guests,FreeCancellationBook@₹0available
BLUE ORCHID HOLIDAY HOME,Calangute,| 2 minutes walk to Agonda Beach,5,"['| 4 Bedrooms | Sleeps 16 guests', 'Swimming Pool']","₹2,049 per night",null,null,null,
Circle,Anjuna,null,5,"['Housekeeping', 'Entire Apartment']","₹9,159 per night",null,null,null,CoupleFriendly
Litlle Goan house,Anjuna,| 5.9 km drive to Goa International Airport,null,"['| 2 Bedrooms | Sleeps 8 guests', 'Shared Swimming Pool']","₹30,645 per night",null,Entire Homestay,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Goa Homestay.,Calangute,null,null,"['Caretaker', '| 4 Bedrooms | Sleeps 16 guests']","₹12,871 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,FreeCancellationBook@₹0available
FabHotel Casa Montana,Calangute,| 1.4 km drive to Calangute Beach,5,"['Private Kitchen', 'Caretaker']","₹2,369 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
APRICOT INN,Morjim,| 2.4 km drive to Palolem Beach,5,"['Swimming Pool', 'Restaurant']","₹4,599 per night",null,null,null,CoupleFriendly
Pristine Hotel,Povorim,| 4.4 km drive to Goa International Airport,4.2,"['Entire Cottage', '| 2 Bedrooms | Sleeps 12 guests']","₹3,174 per night",null,null,null,FreeCancellationBook@₹0availableBreakfastavailableatextracharges
Beach House in Baga,Baga,| 2.5 km drive to Palolem Beach,null,"['Private Kitchen', 'Indoor Games']","₹8,863 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 3 guests,CoupleFriendlyFreeCancellationBook@₹0available
1bhk Apartment by Green Homestay,Vagator,| 5 minutes walk to Candolim Beach,null,"['Entire Apartment', '| 1 Bedroom | Sleeps 4 guests']","₹4,436 per night",null,Entire Apartment,| Sleeps 3 guests,
